tipo_credito,fecha_prestamo,capital_prestado,plazo_meses,edad_cliente,tipo_laboral,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje,puntaje_datacredito,cant_creditosvigentes,huella_consulta,saldo_mora,saldo_total,saldo_principal,saldo_mora_codeudor,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,tendencia_ingresos,Pago_atiempo,anio_prestamo,mes_prestamo,dia_semana_prestamo,hora_prestamo,relacion_cuota_salario,relacion_deuda_salario,saldo_pendiente_estimado,prediccion_modelo,probabilidad_incumplimiento,probabilidad_pago_atiempo,resultado_prediccion
9,2025-07-06 15:57:00,3556205.0,11.0,32.0,Empleado,2000000.0,1500000.0,277947.0,95.227787,852.0,3.0,2.0,0.0,13.0,13.0,0.0,2.0,0.0,0.0,1467837.0,Creciente,1,2025,7,6,15,0.1389735,2.5281025,0.0,1,0.2213934871443919,0.7786065128556081,Pago a tiempo
4,2025-07-12 10:57:00,600000.0,6.0,32.0,Empleado,4800000.0,3000000.0,90409.0,95.227787,693.0,13.0,3.0,0.0,56923.0,56923.0,0.0,4.0,0.0,8.0,3276000.0,Decreciente,1,2025,7,5,10,0.0188352083333333,0.75,0.0,1,0.4405042490949155,0.5594957509050845,Pago a tiempo
9,2025-09-12 12:22:00,2712466.0,10.0,32.0,Empleado,5250000.0,1378000.0,233331.0,95.227787,775.0,5.0,6.0,0.0,34110.0,34110.0,0.0,3.0,0.0,0.0,7600000.0,Estable,1,2025,9,4,12,0.044444,0.7791363809523809,0.0,1,0.17255119998450907,0.8274488000154909,Pago a tiempo
4,2026-01-09 17:47:00,4451280.0,36.0,32.0,Empleado,3155000.0,604000.0,167955.0,95.227787,769.0,3.0,1.0,0.0,5772.0,5772.0,0.0,1.0,0.0,0.0,,,1,2026,1,4,17,0.0532345483359746,1.6023074484944533,0.0,1,0.22518664550144485,0.7748133544985552,Pago a tiempo
9,2025-07-25 17:20:00,1412464.0,9.0,31.0,Empleado,2500000.0,1500000.0,132671.0,95.227787,736.0,9.0,2.0,0.0,12000.0,0.0,0.0,4.0,0.0,4.0,3892524.0,Decreciente,1,2025,7,4,17,0.0530684,1.1649856,12000.0,1,0.21762657783855255,0.7823734221614475,Pago a tiempo
4,2025-05-18 12:10:00,360000.0,6.0,32.0,Empleado,1600000.0,300000.0,53915.0,95.227787,830.0,2.0,3.0,0.0,16266.0,16266.0,0.0,2.0,0.0,0.0,1651350.0,Creciente,1,2025,5,6,12,0.033696875,0.4125,0.0,1,0.36877513031257536,0.6312248696874246,Pago a tiempo
4,2025-10-03 16:57:00,2494800.0,24.0,32.0,Empleado,1840000.0,103000.0,118849.0,95.227787,767.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951363.0,Creciente,1,2025,10,4,16,0.0645918478260869,1.4118478260869565,0.0,1,0.3371317464324761,0.6628682535675239,Pago a tiempo
9,2025-06-22 18:06:00,4496803.0,9.0,31.0,Independiente,3000000.0,1800000.0,421572.0,95.227787,747.0,10.0,4.0,0.0,129458.0,129458.0,0.0,8.0,0.0,1.0,1992409.0,Creciente,1,2025,6,6,18,0.140524,2.098934333333333,0.0,1,0.28907959456238996,0.71092040543761,Pago a tiempo
9,2024-12-19 17:49:00,1628084.0,10.0,31.0,Empleado,4000000.0,2500000.0,138087.0,95.227787,910.0,9.0,0.0,0.0,148417.0,62826.0,0.0,5.0,0.0,4.0,,,1,2024,12,3,17,0.03452175,1.032021,85591.0,1,0.2121356613612927,0.7878643386387073,Pago a tiempo
9,2025-02-20 10:57:00,2545482.0,10.0,31.0,Empleado,1895000.0,750000.0,216123.0,95.227787,833.0,2.0,2.0,0.0,10610.0,10610.0,0.0,1.0,0.0,1.0,4560257.0,Decreciente,1,2025,2,3,10,0.1140490765171503,1.7390406332453825,0.0,1,0.29121845411884484,0.7087815458811552,Pago a tiempo
9,2025-09-22 10:02:00,802015.0,10.0,31.0,Empleado,1480000.0,0.0,68991.0,95.227787,783.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2797173.0,Creciente,1,2025,9,0,10,0.0466155405405405,0.5419020270270271,0.0,1,0.23426595228007274,0.7657340477199273,Pago a tiempo
9,2024-11-27 11:10:00,2078537.0,10.0,30.0,Independiente,3000000.0,2000000.0,176014.0,95.227787,720.0,12.0,10.0,0.0,29786.0,29786.0,0.0,6.0,0.0,4.0,1818877.0,Creciente,1,2024,11,2,11,0.0586713333333333,1.3595123333333334,0.0,0,0.6777949918667732,0.32220500813322683,Posible incumplimiento
4,2025-07-24 18:37:00,1860000.0,12.0,31.0,Empleado,3168000.0,1293000.0,149356.0,95.227787,800.0,8.0,3.0,0.0,34425.0,34425.0,0.0,3.0,0.0,3.0,961885.0,Creciente,1,2025,7,3,18,0.047145202020202,0.9952651515151516,0.0,1,0.2316486143867893,0.7683513856132107,Pago a tiempo
4,2025-08-25 16:04:00,5351160.0,36.0,31.0,Empleado,1600000.0,0.0,187842.0,95.227787,712.0,6.0,3.0,0.0,3726.0,3726.0,0.0,3.0,0.0,1.0,963522.0,Creciente,1,2025,8,0,16,0.11740125,3.344475,0.0,1,0.28105731468388884,0.7189426853161112,Pago a tiempo
9,2025-03-12 18:00:00,2016016.0,10.0,31.0,Empleado,3000000.0,1500000.0,171169.0,95.227787,746.0,7.0,4.0,0.0,25953.0,24204.0,0.0,3.0,0.0,1.0,2640360.0,Creciente,1,2025,3,2,18,0.0570563333333333,1.1720053333333331,1749.0,1,0.26613401844245677,0.7338659815575432,Pago a tiempo
4,2025-09-03 12:33:00,2220000.0,24.0,31.0,Independiente,1080000.0,171000.0,102868.0,95.227787,783.0,1.0,1.0,0.0,2313.0,2313.0,0.0,0.0,0.0,1.0,,,1,2025,9,2,12,0.0952481481481481,2.213888888888889,0.0,1,0.3863763130636264,0.6136236869363736,Pago a tiempo
4,2025-02-03 12:51:00,1036800.0,24.0,31.0,Empleado,1520000.0,500000.0,45325.0,95.227787,770.0,9.0,2.0,0.0,7877.0,7877.0,0.0,5.0,2.0,2.0,1468719.0,Estable,1,2025,2,0,12,0.0298190789473684,1.0110526315789474,0.0,1,0.4008815911977587,0.5991184088022413,Pago a tiempo
4,2025-12-28 16:29:00,825356.0,6.0,32.0,Empleado,1948000.0,548000.0,126539.0,95.227787,746.0,2.0,2.0,0.0,14299.0,14299.0,0.0,2.0,0.0,0.0,2350990.0,Creciente,1,2025,12,6,16,0.0649584188911704,0.7050082135523614,0.0,1,0.19554382961351247,0.8044561703864875,Pago a tiempo
9,2025-03-25 11:26:00,3026107.0,10.0,31.0,Independiente,3000000.0,2000000.0,259859.0,88.768094,796.0,4.0,3.0,0.0,25538.0,25538.0,0.0,4.0,0.0,0.0,2509090.0,Creciente,1,2025,3,1,11,0.0866196666666666,1.675369,0.0,1,0.3304835194106588,0.6695164805893412,Pago a tiempo
9,2025-07-04 16:49:00,5953795.0,9.0,31.0,Empleado,6000000.0,2900000.0,558164.0,95.227787,747.0,9.0,2.0,0.0,52171.0,52171.0,0.0,6.0,0.0,0.0,2223903.0,Creciente,1,2025,7,4,16,0.0930273333333333,1.4756325,0.0,1,0.12720684895241818,0.8727931510475818,Pago a tiempo
4,2025-03-17 14:04:00,2211000.0,6.0,31.0,Empleado,10000000.0,6000000.0,329510.0,28.201487,793.0,4.0,10.0,0.0,91693.0,91693.0,0.0,2.0,0.0,1.0,,,0,2025,3,0,14,0.032951,0.8211,0.0,1,0.4784059169906606,0.5215940830093394,Pago a tiempo
9,2025-07-24 17:13:00,2623840.0,10.0,31.0,Empleado,3500000.0,1200000.0,223946.0,95.227787,740.0,6.0,8.0,0.0,63663.0,63663.0,0.0,3.0,0.0,1.0,,,1,2025,7,3,17,0.0639845714285714,1.0925257142857143,0.0,1,0.3210212427231254,0.6789787572768746,Pago a tiempo
4,2025-02-02 15:10:00,1708800.0,12.0,31.0,Independiente,1500000.0,400000.0,134084.0,95.227787,796.0,10.0,2.0,0.0,6393.0,6393.0,0.0,5.0,0.0,1.0,,,1,2025,2,6,15,0.0893893333333333,1.4058666666666666,0.0,1,0.4458321476661923,0.5541678523338077,Pago a tiempo
9,2024-12-13 16:17:00,608063.0,10.0,29.0,Independiente,2500000.0,1100000.0,51492.0,95.227787,809.0,2.0,7.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,514832.0,Creciente,1,2024,12,4,16,0.0205968,0.6832252,0.0,0,0.6019285108712793,0.39807148912872065,Posible incumplimiento
4,2025-02-03 08:17:00,2373600.0,10.0,30.0,Empleado,2200000.0,100000.0,219411.0,95.227787,821.0,4.0,2.0,0.0,1559.0,0.0,0.0,2.0,0.0,1.0,2100000.0,Decreciente,1,2025,2,0,8,0.0997322727272727,1.1243636363636365,1559.0,1,0.3486920556714225,0.6513079443285775,Pago a tiempo
9,2025-04-26 11:55:00,2629972.0,10.0,30.0,Independiente,3500000.0,1825000.0,223648.0,95.227787,769.0,8.0,5.0,0.0,81727.0,81727.0,0.0,2.0,2.0,1.0,,,1,2025,4,5,11,0.0638994285714285,1.272849142857143,0.0,1,0.4378492060641458,0.5621507939358542,Pago a tiempo
9,2025-05-03 11:29:00,2959912.0,10.0,30.0,Independiente,14000000.0,3000000.0,251705.0,95.227787,760.0,15.0,7.0,0.0,439577.0,439577.0,0.0,12.0,0.0,1.0,1656232.0,Estable,1,2025,5,5,11,0.0179789285714285,0.425708,0.0,1,0.42642297316714994,0.5735770268328501,Pago a tiempo
9,2025-08-16 13:00:00,2007815.0,10.0,40.0,Independiente,877803.0,228000.0,172715.0,95.227787,774.0,8.0,5.0,0.0,12065.0,12065.0,0.0,4.0,0.0,3.0,1066006.0,Creciente,1,2025,8,5,13,0.1967582703636237,2.5470578250473057,0.0,1,0.4201156047896901,0.5798843952103099,Pago a tiempo
9,2025-02-06 14:13:00,1909852.0,9.0,30.0,Empleado,4000000.0,2000000.0,178364.0,95.227787,788.0,5.0,4.0,0.0,1537.0,1537.0,0.0,4.0,0.0,0.0,1498698.0,Creciente,1,2025,2,3,14,0.044591,0.977463,0.0,1,0.34286344183398065,0.6571365581660193,Pago a tiempo
4,2025-05-07 19:17:00,2577035.0,6.0,30.0,Empleado,8400000.0,4000000.0,385946.0,95.227787,789.0,5.0,5.0,0.0,61560.0,61560.0,0.0,3.0,1.0,0.0,6918738.0,Creciente,1,2025,5,2,19,0.0459459523809523,0.7829803571428572,0.0,1,0.17182183835233522,0.8281781616476648,Pago a tiempo
9,2025-09-29 11:03:00,2950264.0,11.0,30.0,Empleado,6250000.0,1037000.0,258844.0,95.227787,861.0,3.0,3.0,0.0,245250.0,239.0,0.0,3.0,0.0,0.0,7997221.0,Decreciente,1,2025,9,0,11,0.04141504,0.63796224,245011.0,1,0.08776747935715923,0.9122325206428408,Pago a tiempo
4,2025-01-12 14:10:00,2893800.0,12.0,31.0,Empleado,5000000.0,2000000.0,226632.0,95.227787,772.0,6.0,5.0,0.0,49344.0,49344.0,0.0,3.0,0.0,0.0,6923480.0,Decreciente,1,2025,1,6,14,0.0453264,0.97876,0.0,1,0.38208372415368164,0.6179162758463184,Pago a tiempo
4,2026-02-21 18:43:00,3600000.0,36.0,31.0,Empleado,2285000.0,407000.0,141133.0,95.227787,774.0,6.0,3.0,0.0,6812.0,6812.0,0.0,0.0,3.0,0.0,2350946.0,Decreciente,1,2026,2,5,18,0.0617649890590809,1.7536105032822755,0.0,1,0.2328994692381502,0.7671005307618498,Pago a tiempo
9,2025-03-26 15:49:00,2598103.0,2.0,29.0,Empleado,4500000.0,2000000.0,1023812.0,95.227787,766.0,3.0,3.0,0.0,939.0,939.0,0.0,1.0,0.0,0.0,925157.0,Creciente,1,2025,3,2,15,0.2275137777777778,1.0218006666666666,0.0,1,0.49543363626822523,0.5045663637317748,Pago a tiempo
9,2024-12-20 17:19:00,2457858.0,11.0,29.0,Empleado,2800000.0,1500000.0,191228.0,95.227787,749.0,4.0,5.0,0.0,29280.0,29280.0,0.0,2.0,0.0,1.0,3724490.0,Creciente,1,2024,12,4,17,0.0682957142857142,1.4135207142857142,0.0,1,0.3624115432654046,0.6375884567345954,Pago a tiempo
4,2025-01-07 11:32:00,4456441.0,12.0,29.0,Independiente,6000000.0,2000000.0,309475.0,95.227787,803.0,5.0,11.0,0.0,428565.0,101605.0,0.0,5.0,0.0,0.0,4789451.0,Decreciente,1,2025,1,1,11,0.0515791666666666,1.0760735,326960.0,1,0.4151567728878891,0.5848432271121109,Pago a tiempo
9,2025-02-05 16:16:00,1565696.0,9.0,29.0,Empleado,4133000.0,2200000.0,146222.0,95.227787,781.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1755827.0,Estable,1,2025,2,2,16,0.0353791434793128,0.9111289620130656,0.0,1,0.30720270248467074,0.6927972975153293,Pago a tiempo
4,2025-04-28 17:45:00,2560800.0,18.0,29.0,Empleado,3100000.0,900000.0,144824.0,95.227787,761.0,7.0,2.0,0.0,8595.0,8595.0,0.0,6.0,0.0,1.0,3277971.0,Estable,1,2025,4,0,17,0.0467174193548387,1.1163870967741936,0.0,1,0.22138502363730073,0.7786149763626993,Pago a tiempo
9,2025-08-15 11:07:00,1761702.0,5.0,29.0,Empleado,4685833.0,861000.0,286549.0,95.227787,887.0,5.0,5.0,0.0,34083.0,34083.0,0.0,4.0,0.0,1.0,6425333.0,Creciente,1,2025,8,4,11,0.0611522006866228,0.5597088073774716,0.0,1,0.19863110094239078,0.8013688990576092,Pago a tiempo
4,2025-04-24 13:01:00,8488081.0,36.0,29.0,Empleado,4700000.0,700000.0,275286.0,95.227787,784.0,5.0,4.0,0.0,28573.0,20214.0,0.0,2.0,1.0,2.0,2849444.0,Creciente,1,2025,4,3,13,0.0585714893617021,1.9549108510638296,8359.0,1,0.28298891208220434,0.7170110879177957,Pago a tiempo
4,2025-08-12 16:58:00,1869299.0,6.0,29.0,Empleado,2260000.0,796000.0,279953.0,95.227787,787.0,6.0,5.0,0.0,4695.0,4695.0,0.0,2.0,0.0,3.0,1958965.0,Creciente,1,2025,8,1,16,0.1238730088495575,1.1793358407079646,0.0,1,0.255869762225318,0.744130237774682,Pago a tiempo
4,2025-03-25 12:19:00,2239967.0,6.0,29.0,Independiente,7600000.0,1500000.0,333806.0,95.227787,777.0,4.0,6.0,0.0,7849.0,7849.0,0.0,1.0,0.0,1.0,1976621.0,Creciente,1,2025,3,1,12,0.0439218421052631,0.4921009210526316,0.0,1,0.48450390086111983,0.5154960991388802,Pago a tiempo
9,2025-04-23 11:41:00,3160777.0,9.0,29.0,Independiente,3200000.0,1000000.0,295896.0,95.227787,802.0,4.0,2.0,0.0,96.0,96.0,0.0,3.0,0.0,0.0,,,1,2025,4,2,11,0.0924675,1.3002428125,0.0,1,0.32456064223900216,0.6754393577609978,Pago a tiempo
4,2024-12-27 13:24:00,1112400.0,10.0,29.0,Independiente,3000000.0,1900000.0,102864.0,11.590855,754.0,1.0,2.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,836601.0,Creciente,0,2024,12,4,13,0.034288,1.004133333333333,0.0,0,0.5022705377398098,0.49772946226019027,Posible incumplimiento
4,2024-12-05 17:19:00,840000.0,12.0,28.0,Empleado,1900000.0,400000.0,65826.0,95.227787,776.0,5.0,2.0,0.0,4115.0,4115.0,0.0,2.0,0.0,1.0,181706.0,Creciente,1,2024,12,3,17,0.0346452631578947,0.6526315789473685,0.0,1,0.39377776816271004,0.60622223183729,Pago a tiempo
4,2024-12-26 13:34:00,1884840.0,10.0,29.0,Empleado,1200000.0,300000.0,174231.0,95.227787,714.0,7.0,8.0,0.0,16996.0,11017.0,0.0,4.0,1.0,1.0,1117465.0,Creciente,1,2024,12,3,13,0.1451925,1.8207,5979.0,1,0.4864678358493908,0.5135321641506092,Pago a tiempo
9,2025-07-02 17:11:00,6382232.0,9.0,29.0,Empleado,3000000.0,2000000.0,598330.0,95.227787,764.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950105.0,Creciente,1,2025,7,2,17,0.1994433333333333,2.794077333333333,0.0,1,0.16348316055527,0.83651683944473,Pago a tiempo
9,2025-02-14 16:14:00,3785090.0,11.0,29.0,Empleado,4000000.0,2500000.0,294826.0,95.227787,897.0,4.0,7.0,0.0,115115.0,35011.0,0.0,4.0,0.0,0.0,2997643.0,Creciente,1,2025,2,4,16,0.0737065,1.5712725,80104.0,1,0.27484501404152173,0.7251549859584783,Pago a tiempo
4,2025-10-19 15:49:00,852000.0,12.0,29.0,Empleado,2350000.0,1199000.0,70064.0,95.227787,741.0,12.0,7.0,0.0,12585.0,12585.0,0.0,3.0,1.0,7.0,2012799.0,Decreciente,1,2025,10,6,15,0.0298144680851063,0.8727659574468085,0.0,1,0.4626846712641701,0.5373153287358299,Pago a tiempo
9,2024-12-28 16:42:00,2630198.0,9.0,29.0,Empleado,4500000.0,2500000.0,245638.0,95.227787,789.0,0.0,5.0,0.0,0.0,,,0.0,0.0,0.0,2740531.0,Decreciente,1,2024,12,5,16,0.0545862222222222,1.140044,,0,0.5586572691551248,0.44134273084487524,Posible incumplimiento
4,2025-01-10 17:03:00,2640000.0,6.0,29.0,Independiente,6000000.0,4000000.0,391962.0,95.227787,843.0,9.0,4.0,0.0,168706.0,119942.0,0.0,6.0,0.0,2.0,1170268.0,Creciente,1,2025,1,4,17,0.065327,1.106666666666667,48764.0,1,0.39376051525878797,0.606239484741212,Pago a tiempo
9,2025-05-09 14:11:00,2329381.0,9.0,29.0,Independiente,3500000.0,1400000.0,218065.0,95.227787,851.0,7.0,5.0,0.0,33376.0,33376.0,0.0,3.0,0.0,1.0,30285.0,Creciente,1,2025,5,4,14,0.0623042857142857,1.0655374285714283,0.0,1,0.3831181527855251,0.6168818472144749,Pago a tiempo
4,2024-12-02 15:08:00,3444000.0,24.0,28.0,Empleado,2400000.0,600000.0,150711.0,81.231786,749.0,2.0,4.0,0.0,10001.0,10001.0,0.0,1.0,0.0,1.0,2290029.0,Creciente,1,2024,12,0,15,0.06279625,1.685,0.0,1,0.46943749839388216,0.5305625016061178,Pago a tiempo
9,2025-06-27 12:03:00,3929058.0,9.0,28.0,Independiente,4000000.0,2000000.0,368346.0,95.227787,765.0,4.0,3.0,0.0,1552.0,1552.0,0.0,3.0,0.0,0.0,1600000.0,Estable,1,2025,6,4,12,0.0920865,1.4822645,0.0,1,0.29946574285541105,0.700534257144589,Pago a tiempo
4,2025-03-10 14:03:00,1224000.0,6.0,29.0,Empleado,2000000.0,500000.0,182404.0,89.979287,755.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903960.0,Creciente,1,2025,3,0,14,0.091202,0.862,0.0,1,0.3157168934520763,0.6842831065479237,Pago a tiempo
9,2025-02-06 13:19:00,2453279.0,10.0,39.0,Independiente,7000000.0,5000000.0,208076.0,91.99794,752.0,3.0,5.0,0.0,79.0,79.0,0.0,1.0,0.0,0.0,820701.0,Creciente,1,2025,2,3,13,0.0297251428571428,1.0647541428571428,0.0,1,0.4833439478560656,0.5166560521439344,Pago a tiempo
9,2025-09-06 17:50:00,3098747.0,11.0,28.0,Independiente,4206000.0,1714000.0,250143.0,95.227787,732.0,5.0,3.0,0.0,86098.0,71035.0,0.0,3.0,1.0,0.0,3220915.0,Creciente,1,2025,9,5,17,0.0594728958630527,1.1442574893009985,15063.0,1,0.2541860282133708,0.7458139717866292,Pago a tiempo
4,2025-05-22 18:04:00,900000.0,6.0,28.0,Empleado,1400000.0,350000.0,134347.0,95.227787,792.0,1.0,2.0,0.0,5173.0,5173.0,0.0,0.0,1.0,0.0,1047274.0,Creciente,1,2025,5,3,18,0.0959621428571428,0.8928571428571429,0.0,1,0.23202594372757812,0.7679740562724219,Pago a tiempo
9,2025-10-04 12:18:00,979157.0,10.0,28.0,Empleado,2840000.0,191000.0,84889.0,95.227787,791.0,4.0,3.0,0.0,10473.0,10473.0,0.0,3.0,0.0,0.0,7719301.0,Creciente,1,2025,10,5,12,0.0298904929577464,0.4120271126760563,0.0,1,0.20756646141428547,0.7924335385857145,Pago a tiempo
4,2025-01-13 15:09:00,5235480.0,18.0,28.0,Empleado,5000000.0,2000000.0,288738.0,95.227787,774.0,4.0,6.0,0.0,1799.0,1799.0,0.0,4.0,0.0,0.0,5109365.0,Creciente,1,2025,1,0,15,0.0577476,1.447096,0.0,1,0.2978586654529113,0.7021413345470887,Pago a tiempo
9,2025-01-03 13:01:00,3087764.0,11.0,28.0,Empleado,20000000.0,18000000.0,240236.0,95.227787,743.0,7.0,15.0,0.0,466234.0,466234.0,0.0,5.0,0.0,1.0,908526.0,Estable,1,2025,1,4,13,0.0120118,1.0543882,0.0,0,0.6615091958349394,0.3384908041650606,Posible incumplimiento
4,2024-12-25 14:45:00,4320000.0,24.0,28.0,Independiente,4000000.0,2500000.0,188830.0,89.2295,815.0,4.0,3.0,0.0,3420.0,3420.0,0.0,4.0,0.0,0.0,227132.0,Decreciente,1,2024,12,2,14,0.0472075,1.705,0.0,1,0.48486206142676047,0.5151379385732395,Pago a tiempo
9,2025-11-02 10:28:00,2294539.0,10.0,28.0,Independiente,3420000.0,755000.0,201310.0,95.227787,772.0,3.0,9.0,0.0,6377.0,6377.0,0.0,2.0,0.0,0.0,1250000.0,Creciente,1,2025,11,6,10,0.0588625730994152,0.8916780701754385,0.0,0,0.5414222411301572,0.45857775886984276,Posible incumplimiento
4,2025-06-24 08:18:00,2793360.0,12.0,28.0,Empleado,3500000.0,1000000.0,219981.0,95.227787,794.0,2.0,2.0,0.0,23992.0,23992.0,0.0,1.0,0.0,1.0,2027778.0,Creciente,1,2025,6,1,8,0.0628517142857142,1.0838171428571428,0.0,1,0.27989257298657566,0.7201074270134243,Pago a tiempo
4,2025-04-27 08:03:00,2577035.0,12.0,28.0,Empleado,1500000.0,700000.0,204319.0,95.227787,753.0,1.0,4.0,0.0,8464.0,8464.0,0.0,0.0,1.0,0.0,939017.0,Creciente,1,2025,4,6,8,0.1362126666666666,2.18469,0.0,1,0.4857462046223444,0.5142537953776556,Pago a tiempo
9,2024-12-06 09:03:00,1516583.0,10.0,26.0,Empleado,2600000.0,900000.0,128427.0,95.227787,824.0,5.0,9.0,0.0,35948.0,35948.0,0.0,3.0,0.0,2.0,857043.0,Creciente,1,2024,12,4,9,0.049395,0.929455,0.0,0,0.6313883429989977,0.36861165700100224,Posible incumplimiento
9,2025-01-24 18:51:00,3203500.0,10.0,28.0,Empleado,1500000.0,1000000.0,271706.0,95.227787,776.0,2.0,2.0,0.0,256.0,256.0,0.0,0.0,0.0,1.0,908526.0,Estable,1,2025,1,4,18,0.1811373333333333,2.8023333333333333,0.0,1,0.2887018166476494,0.7112981833523506,Pago a tiempo
4,2025-11-24 19:07:00,1992960.0,12.0,27.0,Empleado,3440000.0,1173000.0,163874.0,95.227787,776.0,5.0,1.0,0.0,20404.0,20404.0,0.0,5.0,0.0,0.0,3899583.0,Creciente,1,2025,11,0,19,0.0476377906976744,0.9203372093023257,0.0,1,0.09887710365166669,0.9011228963483333,Pago a tiempo
4,2025-02-24 08:21:00,4146000.0,30.0,27.0,Empleado,2500000.0,1300000.0,153235.0,95.227787,747.0,10.0,7.0,0.0,22966.0,22966.0,0.0,4.0,0.0,5.0,2960878.0,Creciente,1,2025,2,0,8,0.061294,2.1784,0.0,0,0.5941203060082866,0.4058796939917134,Posible incumplimiento
4,2025-10-27 16:48:00,4044000.0,6.0,27.0,Empleado,3120000.0,421000.0,614896.0,95.227787,832.0,4.0,3.0,0.0,27208.0,8739.0,0.0,1.0,2.0,1.0,2086894.0,Creciente,1,2025,10,0,16,0.1970820512820512,1.4310897435897436,18469.0,1,0.12931700321950956,0.8706829967804904,Pago a tiempo
9,2025-01-16 16:02:00,2242039.0,5.0,27.0,Empleado,2500000.0,1000000.0,363409.0,95.227787,867.0,1.0,3.0,0.0,7818.0,7818.0,0.0,1.0,0.0,0.0,3936363.0,Creciente,1,2025,1,3,16,0.1453636,1.2968156,0.0,1,0.29196919934615695,0.708030800653843,Pago a tiempo
9,2025-03-06 14:30:00,2465632.0,10.0,27.0,Independiente,7000000.0,2000000.0,209343.0,95.227787,727.0,17.0,12.0,0.0,248775.0,200158.0,0.0,10.0,1.0,3.0,908526.0,Estable,1,2025,3,3,14,0.0299061428571428,0.6379474285714286,48617.0,0,0.5310447668411609,0.46895523315883914,Posible incumplimiento
9,2025-04-12 12:17:00,4605644.0,10.0,27.0,Empleado,5000000.0,3000000.0,391245.0,95.227787,762.0,12.0,17.0,0.0,53077.0,53077.0,0.0,9.0,0.0,1.0,633334.0,Estable,1,2025,4,5,12,0.078249,1.5211288,0.0,0,0.6567245508653494,0.3432754491346506,Posible incumplimiento
10,2025-09-26 17:26:00,6720000.0,24.0,27.0,Empleado,3910000.0,2188000.0,314892.0,95.227787,765.0,2.0,4.0,0.0,36827.0,36827.0,0.0,2.0,0.0,0.0,2445509.0,Creciente,1,2025,9,4,17,0.0805350383631713,2.2782608695652176,0.0,1,0.1738126800505969,0.8261873199494031,Pago a tiempo
4,2025-04-28 16:55:00,1200000.0,12.0,27.0,Empleado,1800000.0,800000.0,95709.0,95.227787,751.0,7.0,3.0,0.0,22361.0,22361.0,0.0,4.0,0.0,1.0,,,1,2025,4,0,16,0.0531716666666666,1.1111111111111112,0.0,1,0.2796995820762892,0.7203004179237108,Pago a tiempo
9,2025-03-06 17:01:00,2033712.0,10.0,27.0,Empleado,2500000.0,1000000.0,172671.0,95.227787,797.0,1.0,2.0,0.0,627.0,627.0,0.0,1.0,0.0,0.0,6667513.0,Creciente,1,2025,3,3,17,0.0690684,1.2134848,0.0,1,0.21300585657088833,0.7869941434291117,Pago a tiempo
9,2024-12-11 12:02:00,2777064.0,10.0,26.0,Empleado,7000000.0,5000000.0,235167.0,89.2295,769.0,4.0,5.0,0.0,15948.0,15948.0,0.0,3.0,0.0,0.0,10923637.0,Creciente,1,2024,12,2,12,0.0335952857142857,1.111009142857143,0.0,1,0.24885563959526802,0.751144360404732,Pago a tiempo
9,2025-12-17 15:00:00,1282879.0,10.0,28.0,Empleado,4512000.0,1258000.0,113718.0,95.227787,842.0,7.0,1.0,0.0,34765.0,28340.0,0.0,4.0,1.0,1.0,1199308.0,Decreciente,1,2025,12,2,15,0.0252034574468085,0.5631380762411348,6425.0,1,0.11966842532379518,0.8803315746762048,Pago a tiempo
9,2025-06-27 10:58:00,4607083.0,9.0,27.0,Independiente,2458111.0,1157770.0,431911.0,91.410695,774.0,9.0,2.0,0.0,154648.0,97596.0,0.0,6.0,1.0,2.0,3500000.0,Estable,1,2025,6,4,10,0.1757085013654794,2.345237053981696,57052.0,1,0.19512968326097146,0.8048703167390285,Pago a tiempo
4,2025-08-24 18:30:00,1260000.0,8.0,27.0,Empleado,3630000.0,0.0,146127.0,95.227787,782.0,4.0,11.0,0.0,22053.0,22053.0,0.0,3.0,0.0,0.0,1708875.0,Creciente,1,2025,8,6,18,0.0402553719008264,0.3471074380165289,0.0,1,0.47063626132625846,0.5293637386737415,Pago a tiempo
4,2024-12-23 10:24:00,1560000.0,12.0,26.0,Independiente,2500000.0,900000.0,122459.0,95.227787,771.0,3.0,4.0,0.0,50.0,50.0,0.0,1.0,0.0,2.0,469405.0,Decreciente,1,2024,12,0,10,0.0489836,0.984,0.0,0,0.6139318670367193,0.38606813296328074,Posible incumplimiento
4,2024-12-27 12:20:00,512016.0,6.0,26.0,Independiente,3800000.0,400000.0,75994.0,95.227787,796.0,7.0,7.0,0.0,59624.0,37167.0,0.0,3.0,1.0,0.0,,,1,2024,12,4,12,0.0199984210526315,0.2400042105263158,22457.0,0,0.5114937602536417,0.4885062397463583,Posible incumplimiento
